Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2006,KGW,NBC,"PORTLAND, OR",3,ANALOG,WEATHER PLUS U (DIGITAL MULTICAST ONLY),NON-CORE,NETWORK,WED 10AM,13,0,30,13,16,"Weather Plus U., a program available on the Station’s digital multicast “NBC Weather Plus” channel, offers teenagers a closer look at the weather and earth sciences and how they can and do affect their lives. Each episode is an entertaining combination of taped vignettes and timely segments relating to current weather events, with targeted topics geared toward teens aged 13 and older. The segments include regular features like “Weather in the News,” “Weather Plus on Location,” “Weather Plus Experiments,” “Weather Plus in the Classroom” and “Weather Plus Interacts.” Together, the segments highlight how and why the weather changes and how forecasters try to predict the weather, the nature and scope of significant weather events, and how teens can better understand or react to weather, both in their hometown and around the world.",99,N/A,N/A,N/A
2006,KGW,NBC,"PORTLAND, OR",3,ANALOG,WEATHER PLUS U (DIGITAL MULTICAST ONLY),NON-CORE,NETWORK,WED 12PM,13,0,30,13,16,"Weather Plus U., a program available on the Station’s digital multicast “NBC Weather Plus” channel, offers teenagers a closer look at the weather and earth sciences and how they can and do affect their lives. Each episode is an entertaining combination of taped vignettes and timely segments relating to current weather events, with targeted topics geared toward teens aged 13 and older. The segments include regular features like “Weather in the News,” “Weather Plus on Location,” “Weather Plus Experiments,” “Weather Plus in the Classroom” and “Weather Plus Interacts.” Together, the segments highlight how and why the weather changes and how forecasters try to predict the weather, the nature and scope of significant weather events, and how teens can better understand or react to weather, both in their hometown and around the world.",99,N/A,N/A,N/A
2006,KGW,NBC,"PORTLAND, OR",3,ANALOG,WEATHER PLUS U (DIGITAL MULTICAST ONLY),NON-CORE,NETWORK,FRI 10AM,13,0,30,13,16,"Weather Plus U., a program available on the Station’s digital multicast “NBC Weather Plus” channel, offers teenagers a closer look at the weather and earth sciences and how they can and do affect their lives. Each episode is an entertaining combination of taped vignettes and timely segments relating to current weather events, with targeted topics geared toward teens aged 13 and older. The segments include regular features like “Weather in the News,” “Weather Plus on Location,” “Weather Plus Experiments,” “Weather Plus in the Classroom” and “Weather Plus Interacts.” Together, the segments highlight how and why the weather changes and how forecasters try to predict the weather, the nature and scope of significant weather events, and how teens can better understand or react to weather, both in their hometown and around the world.",99,N/A,N/A,N/A
2006,KGW,NBC,"PORTLAND, OR",3,ANALOG,WEATHER PLUS U (DIGITAL MULTICAST ONLY),NON-CORE,NETWORK,FRI 12PM,13,0,30,13,16,"Weather Plus U., a program available on the Station’s digital multicast “NBC Weather Plus” channel, offers teenagers a closer look at the weather and earth sciences and how they can and do affect their lives. Each episode is an entertaining combination of taped vignettes and timely segments relating to current weather events, with targeted topics geared toward teens aged 13 and older. The segments include regular features like “Weather in the News,” “Weather Plus on Location,” “Weather Plus Experiments,” “Weather Plus in the Classroom” and “Weather Plus Interacts.” Together, the segments highlight how and why the weather changes and how forecasters try to predict the weather, the nature and scope of significant weather events, and how teens can better understand or react to weather, both in their hometown and around the world.",99,N/A,N/A,N/A
2006,KKEI-CA,TELEMUNDO,"PORTLAND, OR",3,ANALOG,VEGGIE TALES,CORE,NETWORK,SAT 8AM,13,0,30,3,6,"VEGGIETALES are a series of stories narrated by animated veggies, Bob the Tomato and Larry the Cucumber, that teach life lessons through wit and humor. Each episode contains one or two short animated stories that illustrate core values to children in an entertaining way. Stories are interrupted with silly songs, usually sung by Larry the Cucumber, that contain whacky lyrics in a catchy tune. Each episode ends with Bob and Larry reinforcing the lesson learned through the stories.",99,N/A,N/A,N/A
2006,KKEI-CA,TELEMUNDO,"PORTLAND, OR",3,ANALOG,DRAGON,CORE,NETWORK,SAT 8:30AM,13,0,30,3,6,"DRAGON is a cheerful, lovable and insatiably curious blue dragon who lives in a colorful little house that welcomes all his friends and anyone else who needs comfort or advice. Every day Dragon faces a new situation that needs to be solved, and he does it in his unique Dragon-like way. If he can’t get it right the first time, he keeps trying until he does. With each story, we find a new way to learn simple life skills through Dragon and his friends, Cat, Ostrich, Beaver, Alligator and Mail Mouse.",99,N/A,N/A,N/A
2006,KKEI-CA,TELEMUNDO,"PORTLAND, OR",3,ANALOG,3-2-1 PENGUINS! AND LARRYBOY STORIES,CORE,NETWORK,SAT 9AM,13,0,30,3,6,"This program draws upon characters from two stories -- using both long- and short-form material involving these characters -- to provide socio-emotional messages to children. 3-2-1 PENGUINS! features two children – Jason and Michelle – whose vacation at their grandmother’s cottage ends up being more adventure than they expect when their toy spaceship with four toy penguins comes to life. The children are sucked into the spaceship, where they meet the now live penguins and journey through space to solve an inter-galactic disaster threatening the penguins and their friends. Each story begins with a problem and ends after the children have learned an important socio-emotional message through their adventure with the penguins. LARRYBOY STORIES is about a young cucumber-janitor named Larry from the Daily Bumble who assumes a superhero persona to fight crimes and save lives, bringing peace and safety to the small town of Bumblyburg. In doing so, Larry takes us through his adventures where he and his viewers learn core values of honesty, friendship, respect for others, forgiveness, and love for all through socio-emotional messages embedded within the story.",99,N/A,N/A,N/A
2006,KKEI-CA,TELEMUNDO,"PORTLAND, OR",3,ANALOG,BABAR ,CORE,NETWORK,SUN 8AM,14,0,30,3,6,"BABAR is a young elephant who returns to the jungle where he builds the city of Celesteville and is crowned king of the elephants. A dedicated ruler and family-elephant, Babar experiences many challenges as he journeys through life, and learns to rise above them through strength and optimism. Each episode begins with a look into Babar’s present life, primarily in his role as a father who teaches his children the value of people, things and relationships through his own experience from the jungle to the city. Each episode in the show carries with it a socio-emotional message that is established at the end of Babar’s story.",99,N/A,N/A,N/A
2006,KKEI-CA,TELEMUNDO,"PORTLAND, OR",3,ANALOG,JANE AND THE DRAGON,CORE,NETWORK,SUN 8:30AM,14,0,30,4,8,"JANE AND THE DRAGON is a coming of age story about a middle-class, medieval girl who lives in the Royal Court with her family. As an only child, Jane is raised to be a Lady-in-Waiting but through her determination and a stroke of luck, she ends up being trained as a Knight in the King’s Guard. Accompanied by her best friend, a giant green Dragon who lives in her backyard, Jane experiences a series of adventures that test her character and her skills as a young knight in a castle full of friends and foes. Each episode in the show takes us through the problems and challenges Jane encounters and the process she goes through to find the solutions for them.",99,N/A,N/A,N/A
2006,KKEI-CA,TELEMUNDO,"PORTLAND, OR",3,ANALOG,JACOBO TWO TWO,CORE,NETWORK,SUN 9AM,14,0,30,4,8,"JACOB TWO-TWO is a very little boy with a very big heart. As the youngest member of a large family, Jacob has to say things twice so he can be heard. He looks up to his siblings, but tends to be ignored or bullied by them when he tries to partake in their activities. Still, there are those who notice him when he inadvertently lands himself in adventures that involve mysterious neighbors, international spies, and villains that come in all shapes and sizes. Often accompanied by his closest pals, Buford and Renee, Jacob Two-Two finds innovative ways to get himself and others out of hot water as he tumbles through a series of exciting adventures with honesty, integrity and a whole lot of determination.",99,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,THE DOOLEY AND PALS SHOW,CORE,NETWORK,SAT 7AM,11,2,30,2,5,The Dooley and Pals Show educates and informs children between the ages of 2 - 5 by combining music and dance with common life lessons and pro-social skills with practical Bible principles.,0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,NANNA'S COTTAGE,CORE,NETWORK,SAT 7:30AM,12,1,30,4,9,"Nanna’s Cottage educates and informs children, ages 4 to 9, as Nanna imparts a fun, gentle learning experience while teaching by example, social skills and kindness, allowing her young charges to overcome problems and obstacles they encounter.",0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,MR. HENRY'S WILD & WACKY WORLD,CORE,NETWORK,SAT 8AM,11,2,30,4,10,"Mr. Henry’s Wild & Wacky World educates and informs children between the ages of 4 to 10 by teaching values like respect, helping others, and obedience through real life lessons based on Bible principles.",0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,MARALEE DAWN & FRIENDS,CORE,NETWORK,SAT 8:30AM,12,1,30,4,10,"Maralee Dawn & Friends educates and informs children between the ages of 4-10 through music, puppets, and Bible characters to inspire children to read and learn valuable social skills for everyday life.",0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,FUN FOOD ADVENTURES,CORE,NETWORK,SAT 9AM,11,2,30,5,16,"Fun Food Adventures - educates and informs kids ages 5 – 16 by teaching them Biblical and moral principles through following the adventures of Nathan Godsey as he explores subjects related to gourmet food, travel, culture, and business around the world.",0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,MISS CHARITY'S DINER,CORE,NETWORK,SAT 9:30AM,11,2,30,4,7,Miss Charity's Diner educates and informs children between the ages of 4 to 7 on valuable life lessons through examples of the varied and wonderful characteristics of God.,0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,BIBLEMAN,CORE,NETWORK,SAT 10AM,11,2,30,5,12,"Bibleman educates and informs children between the ages of 5 to 12 by teaching lessons about morals, family values, integrity, and character through practical Biblical principles.",0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,DAVEY AND GOLIATH,CORE,NETWORK,SAT 10:30AM,12,1,30,3,9,Davey and Goliath educates and informs children between the ages of 3- 9 by teaching imortant life skills based on positive and practical Bible principles.,0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,GINA D'S KIDS CLUB,CORE,NETWORK,SAT 11AM,11,2,30,2,6,"Gina D’s Kids Club educates and informs children between the ages of 2 – 6 by teaching social, math and reading skills in a fun loving and positive way.",0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,MCGEE AND ME,CORE,NETWORK,SAT 11:30AM,11,2,30,6,12,"McGee and Me educates and informs children between the ages of 6 to 12 by teaching through practical life lessons about kindness, the value of honesty, making good choices and trusting in God.",0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,KIDS TEN COMMANDMENTS,CORE,NETWORK,SAT 12PM,5,1,30,9,16,Kids Ten Commandments educates and informs children between the ages of 9 to 16 through animated Bible stories that promote important rules and character building values for everyday lives.,0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,NEST FAMILY ANIMATED STORIES FROM THE BIBLE,CORE,NETWORK,SAT 12PM,5,1,30,3,12,"Nest Family Animated Stories from the Bible – educates and informs children ages 3-12 by teaching them essential spiritual values and character traits through captivating, animated Bible stories and music.",0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,RETRO NEWS: BLAST FROM THE PAST,CORE,NETWORK,SAT 12:30PM,11,2,30,9,12,Retro News: A Blast from the Past educates and informs children between the ages of 9 – 12 as they learn history through a virtual news room where teen journalists bring significant and interesting historic events to life.,0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,JACOB'S LADDER,CORE,NETWORK,SAT 1PM,11,2,30,10,15,Jacob’s Ladder educates and informs children between the ages of 10 to 15 by teaching character and faith-building lessons through action-packed adventures about the lives of Biblical characters.,0,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,KIDS TEN COMMANDMENTS,NON-CORE,NETWORK,SAT 2AM,5,2,30,9,16,Kids Ten Commandments educates and informs children between the ages of 9 to 16 through animated Bible stories that promote important rules and character building values for everyday lives.,N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,THE REPPIES,NON-CORE,NETWORK,SAT 2:30AM,11,2,30,3,10,The Reppies educates children between the ages of 3 to 10 on valuable life lessons as it explores the decision making process of the important and sometimes difficult choices that children encounter.,N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,CHERUB WINGS,NON-CORE,NETWORK,SAT 3AM,11,2,30,3,7,CHERUB WINGS educates and informs children ages 3 - 7 by teaching practical living skills with important values through Bible stories and songs that children love.,N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,COLBY'S CLUBHOUSE,NON-CORE,NETWORK,SAT 3:30AM,11,2,30,6,12,Colby’s Clubhouse educates and informs children between the ages of 6 – 12 about how to successfully deal with everyday situations and challenges using the principles of the Bible.,N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,KINGDOM ADVENTURE,NON-CORE,NETWORK,SAT 4AM,11,2,30,5,10,Kingdom Adventure educates and informs children between the ages of 5 - 10 by teaching valuable life lessons of understanding right from wrong through biblical principles.,N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,GREATEST HEROES & LEGENDS OF THE BIBLE,NON-CORE,NETWORK,SAT 4:30AM,11,2,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10 to 16 through animated Bible stories that promote important character building values.,N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,PAHAPPAHOOEY ISLAND,NON-CORE,NETWORK,SAT 5:30AM,11,2,30,3,7,Pahappahooey Island educates and informs children between the ages of 3 to 7 by teaching lessons through Biblical principles to courage children to become comfortable with who they are today and to believe in who they can become tomorrow.,N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,FAITHVILLE,NON-CORE,NETWORK,SAT 6AM,12,1,30,4,16,Faithville educates and informs children between the ages of 4-16 about the value of both teamwork and the importance of the individual within the community.,N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,BJ'S TEDDY BEAR CLUB,NON-CORE,NETWORK,SAT 6:30AM,12,1,30,1,5,"BJ’s Teddy Bear Club educates and informs children between the ages of 1 - 5 by teaching colors, letters and numbers through a loveable animated teddy bear who takes children on an unforgettable journey through the Bible.",N/A,N/A,N/A,N/A
2006,KNMT,TBN,"PORTLAND, OR",6.5,ANALOG,GREATEST HEROES & LEGENDS OF THE BIBLE,NON-CORE,NETWORK,SUN 1AM,8,6,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10-16 through animated Bible stories that promote important character building values.,N/A,N/A,N/A,N/A
