Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2000,KBVO,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KBVO,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KBVO,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KBVO,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KBVO,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KEYE,CBS,"Austin, TX",3,Analog,Blue's Clues,Core,Network,Saturdays 8-8:30AM,13,0,30,2,5,"In this series, a young adult host - together with Blue, a puppy whose personality and actions mirror those of a preschooler - brings viewers a variety of games, themes and concepts that are based on an age-appropriate educational curriculum. The program follows a narrative format, in which the host elicits contributions from the viewer to answer questions and move the action forward. The program's objectives include encouraging preschoolers to actively explore the world around them, fostering their problem-solving skills and independent reasoning, and creating a foundation of confidence and optimism for future learning. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2000,KEYE,CBS,"Austin, TX",3,Analog,Dora the Explorer,Core,Network,Saturdays 8:30-9AM,13,0,30,2,5,"In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game format to encourage a variety of problem-solving strategies. The objectives of this program are to assist children in developing their problem-solving skills, reinforce their emerging cognitive skills, and make computers more familiar to them by introducing and using the conventions and vocabulary of computer games. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2000,KEYE,CBS,"Austin, TX",3,Analog,Little Bear,Core,Network,Saturdays 9-9:30AM,13,0,30,2,5,"Based on the famous books written by Else Homelund Minarik and illustrated by Maurice Sendak, this series follows the spirited adventures of its curious, imaginative and inventive character Little Bear and his childhood friends. From the safety of his loving home and family, Little Bear explores his world and learns new things about himself and others, seeking a small measure of independence within a protected environment. The objectives of the program are to encourage preschoolers to be curious, creative and imaginative and to illustrate for them the value of good relationships with parents and friends and of such traits as loyalty, generosity and empathy. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2000,KEYE,CBS,"Austin, TX",3,Analog,Little Bill,Core,Network,Saturdays 9:30-10AM,13,0,30,2,5,"This is an animated series based on children's books written by Bill Cosby that examines life through the eyes of a five-year-old boy eager to understand his world. Each episode contains two stories in which Little Bill is faced with a challenge or problem - whether emotional, social or physical - he must solve. The objectives of this series are to encourage children to value themselves and the love and support of their family, friends and community, and to help them develop their social skills and ethical values by dealing with the conflicts in their lives with fairness and creativity. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2000,KEYE,CBS,"Austin, TX",3,Analog,Franklin,Core,Network,Saturdays 10-10:30AM,14,10,30,2,5,"Based on a series by Paulette Bourgeois and Brenda Clark, this program features the adventures of the turtle Franklin and his friends Bear, Snail, Rabbit and Goose. The objectives of the program are to present to young viewers age-appropriate moral dilemmas addressing issues such as the meaning of right and wrong, the purposes of rules and the consequences of following or not following them, and the values inherent in telling the truth, and to teach viewers important social values such as cooperation and compromise, fairness, responsibility, self-respect and respect for others. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",N/A,N/A,N/A,N/A
2000,KEYE,CBS,"Austin, TX",3,Analog,Kipper,Core,Network,Saturdays 10:30-11AM,14,11,30,2,5,"This series, based on the children's books by author/illustrator Mick Inkpen, follows a little dog Kipper and his friends. Fueled by Kipper's active imagination, a simple scenario at the start of each episode leads into a story of fantasy and humor, intended to help viewers explore their feelings and thoughts, as well as use their imagination. The objectives of the program are to assist preschoolers in their personal and social development, encourage them to test their own skills and abilities, and introduce them to concepts of cooperation with and care for others. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",N/A,N/A,N/A,N/A
2000,KHPB,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KHPB,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KHPB,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KHPB,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Network,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KHPB,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KHPB,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KHPB,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KHPF,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KHPF,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KHPF,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KHPF,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KHPF,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KHPF,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KHPF,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KHPG,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KHPG,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KHPG,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KHPG,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KHPG,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KHPG,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KHPG,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KHPL,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KHPL,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KHPL,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KHPL,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KHPL,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KHPL,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KHPL,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KHPM,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KHPM,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KHPM,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KHPM,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KHPM,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
2000,KHPM,NBC,"Austin, TX",4,Analog,Kid's Ideas,Core,Syndicated,Sundays 7-7:30AM,12,0,30,6,14,"This series, hosted by a preteen girl, takes young viewers through projects - ""kids' ideas."" Things kids thought up to improve daily life or arts & crafts for fun, inventions of interest, etc., are demonstrated.",99,N/A,N/A,N/A
2000,KHPM,NBC,"Austin, TX",4,Analog,Wild Moments,Core,Syndicated,Sundays 7:30-8AM,12,0,30,6,14,This program looks at life and habitats of 'wild' animals.,99,N/A,N/A,N/A
2000,KHPX,NBC,"Austin, TX",4,Analog,Hang Time,Core,Network,Saturdays 9-9:30AM,13,0,30,6,16,"This series concerns the kids at Deering High, focusing on the school's basketball team. Each episode has an educations theme that might address the importance of teamwork, good sportsmanship, relationship building, effective communication, self-confidence or responsibility.",99,N/A,N/A,N/A
2000,KHPX,NBC,"Austin, TX",4,Analog,One World,Core,Network,Saturdays 9:30-10AM,13,0,30,9,16,"Focuses on a family of six adopted and foster children who live with Dave and Karen Blake, a high school baseball coach and his wife. Each of the Blake kids has had a rough life; getting into trouble either at school, or with the law, or getting bounced around to different foster families. Life with the blakes is their chance at a stable future but each child's background influences their perspective on how to handle family and life challenges. In addition to learning how to manage family relationships, the kids deal with other social and cognitive issues, from providing service to help others, to life planning and educational development. There is an emphasis on understanding multiple perspectives on any problem and giving every person a fair chance to prove their worth to others.",99,N/A,N/A,N/A
2000,KHPX,NBC,"Austin, TX",4,Analog,City Guys,Core,Network,Saturdays 10-10:30AM & 11-11:30AM,25,0,30,13,16,"Originates at a densely populated, multi-ethnic, public high school in the heart of manhattan. Through its characters, the show demonstrates that what we see doesn’t begin to tell the story about who people really are and what life is really like. Two young men, who seem to be opposites in all the obvious ways--race, economic background, culture, clothes and music--are thrown into a friendship and working relationship by their wise and acerbic principal. The boys actually have a lot in common--they are both bright, they want to be more than the negative images they sometimes project, and they have never been motivated to really think, reflect, or act beyond the superficial. As they deal with the pressures of big city life, they learn that getting beyond the superficial and seriously dealing with a deeper reality is the critical path to attaining success.",99,N/A,N/A,N/A
2000,KHPX,NBC,"Austin, TX",4,Analog,High School Sports Section,Core,Syndicated,Saturday 10:30-11AM,13,0,30,13,16,"Program highlights local high school athletic events/games, and athletes. Viewers are exposed to the benefits and qualities of good sportsmanship, team work, and athletic involvement. Various teams and athletes are spotlighted for exceptional performance or characteristics.",99,N/A,N/A,N/A
2000,KHPX,NBC,"Austin, TX",4,Analog,Inside Stuff,Core,Network,Saturdays 11:30-12PM,11,0,30,6,14,"This series introduces young viewers to sports stars who have set a positive example by overcoming obstacles to succeed, making a difference in their communities, or showing discipline and teamwork in their sports. Celebrity hosts take viewers on tours of historic landmarks and foreign cities. Other segments address such themes as music around the world, the work of African-American artists, and women's contributions to sports.",99,N/A,N/A,N/A
