Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2005,WBXN-CA,UPN,NEW ORLEANS,3,ANALOG,SAFARI TRACKS,CORE,SYNDICATED,SUN 8AM,3,0,30,13,16,"This series will focus entirely on African wildlife. Filmed entirely across Africa's continent, and led by Ushaka, the show's young South African host, each week young viewers will learn about wildlife conservation and show them how to better support efforts to protect endangered species.",99,N/A,N/A,N/A
2005,WBXN-CA,UPN,NEW ORLEANS,3,ANALOG,COOL FUEL ROAD TRIP,CORE,SYNDICATED,SUN 8:30AM,3,0,30,13,16,"A young man and his sidekick dog travel across America, discovering the varied parts of our country while at the same time using their ingenuity to discover alternative fuel sources. In each episode, the intrepid pair make pit stops across the U.S. to discover different ways to provide fuel for their vehicle so they can continue their journey.",99,N/A,N/A,N/A
2005,WBXN-CA,UPN,NEW ORLEANS,3,ANALOG,REAL LIFE 101,CORE,SYNDICATED,SUN 9AM,3,0,30,13,16,"Real life jobs and careers are explored in an energetic style. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like, and what it takes, to choose a particular profession.",99,N/A,N/A,N/A
2005,WDSU,NBC,NEW ORLEANS,3.73,ANALOG,TUTENSTEIN,CORE,NETWORK,SAT 9AM,14,0,30,9,14,"Kids get wrapped up in mummy madness every week as they watch Tutenstein. When 10-year-old Pharaoh Tut-ankh-en-set-Amun (meaning ""The Living Image of the Place of Amun,"" and nicknamed Tutenstein) awakens from the dead in the present day, he still thinks he rules over all he surveys. Smelly bandages, portals to the underworld and serious entitlement issues abound in Tut's funny, wild and sometimes scary adventures, based on real Egyptology",99,N/A,N/A,N/A
2005,WDSU,NBC,NEW ORLEANS,3.73,ANALOG,TIME WARP TRIO,CORE,NETWORK,SAT 9:30AM,14,0,30,9,14,"This action-adventure series transports three curious kids on exciting journeys into history via a magic book. Based on the popular book series of the same name by Jon Scieszka (who also wrote The Stinky Cheese Man and The True Story of the 3 Little Pigs), the Time Warp Trio series combines humor and great stories to ignite kids’ interest in history. When 10-year-old city kid Joe receives a mysterious book from his eccentric magician uncle, he has no idea what’s in store for him and friends Sam and Fred. As it turns out, whenever “The Book” emits a pale green mist, it warps the kids back in time--whether they want to go or not. The boys are whisked away on extraordinary adventures in which they duel with gladiators in ancient Rome, march in battle with the samurai in Shogunate Japan, meet Blackbeard the pirate on the open seas and even ride horseback into battle against the Tartars with a young Genghis Khan! Things get really interesting when the boys are accidentally warped into the future, where they meet their own great-granddaughters, Jodie, Samantha and Freddi, who live in the year 2105 and who also inherited “The Book.” As they travel through time, the boys and girls are constantly bumping into each other and sometimes help each other out. As with all great action-adventure stories, the kids must use their skills and smarts to outwit the bad guys and figure out how to warp back home. In true Discovery Kids style, each episode is loaded with cool facts about real history, such as the word “Thursday” evolved from a Viking named “Thor,” as in “Thor’s day”; native Americans such as Sacagawea used bear grease in pre-hair mousse days to control the “frizzies”; and Mongolian nomads sniffed each other as a greeting rather than shaking hands.",99,N/A,N/A,N/A
2005,WDSU,NBC,NEW ORLEANS,3.73,ANALOG,TRADING PLACES,CORE,NETWORK,SAT 10AM,14,0,30,9,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in Trading Spaces: Boys vs. Girls. Each week a boy or girl will be given two days and $5000 dollars to complete a renovation of their partner’s “room.” The space might be a bedroom, a recreation room, or a club house, but the “designer” has to show his or her knowledge of the other person’s preferences, hobbies, and lifestyle to come up with a good design. Then, the challenge of balancing the budget and figuring out the renovation process begins. Participants will learn measurement, spatial reasoning, and principles of aesthetic design as they go through the experience. In the end, they will find out if their knowledge and perception of their partner was on or off base",99,N/A,N/A,N/A
2005,WDSU,NBC,NEW ORLEANS,3.73,ANALOG,DARCY'S WILD LIFE,CORE,NETWORK,SAT 10:30AM,14,0,30,9,14,"This show follows the development of 15-year-old Darcy Fields whose mother, a famous movie actress, decides to move them from Malibu to rural Idaho to raise Darcy in a “normal” environment. What her mother considers normal is a culture shock for Darcy as she is forced to give up the posh life of a star to live on a farm. Darcy learns how to survive and thrive in a rural, “no frills” environment. She develops new relationships, learns to care for a variety of animals, and even gets a part-time job.",99,N/A,N/A,N/A
2005,WDSU,NBC,NEW ORLEANS,3.73,ANALOG,FLIGHT 29 DOWN,CORE,NETWORK,SAT 11AM,14,0,30,9,14,"“29 Down,” is a live-action fiction show about a group of ten young boys and girls and a camp counselor who learn invaluable life lessons about themselves and each other when their plane, 29 DWN, crash lands on a remote island in the South Pacific leaving them with only each other as company.",99,N/A,N/A,N/A
2005,WDSU,NBC,NEW ORLEANS,3.73,ANALOG,ENDURANCE,CORE,NETWORK,SAT 11:30AM,14,0,30,9,14,"ENDURANCE is an engrossing program that shows the target audience,with typical kids ages 12-16, succeeding at several different physical, intellectual and strategic challenges in order to win a fabulous travel prize. The audience will be exposed to historical information about great feats of endurance, from Houdini’s escape artistry to Sir Edmund Hillary’s ascent of Mount Everest. Each of the 12 competitive challenges is a metaphor for one of these feats of endurance. In addition, there are strategic challenges based on ten character traits that are important for success. Contestants must estimate probabilities and beat the odds. Overall, the competition balances luck or fate against personal effort so that the contestants learn to balance intellect with intuition in developing their winning strategy. Narration and interviews during each episode trace the emotional growth and insights of the contestants, with an emphasis on how the experience of protracted competition and teamwork teaches both social skills and life skills for achieving success with your goals.",99,N/A,N/A,N/A
2005,WDSU,NBC,NEW ORLEANS,3.73,ANALOG,TEEN KID NEWS,CORE,SYNDICATED,SUN 7AM,13,0,30,14,16,"Teen Kids News is a dynamic television news program for teens and pre-teens-by teens. The half-hour weekly program provides information and news to students in a way that's educational as well as entertaining. The focus of the program is young people, so all the stories are in their words. This program inserts the clear informed voice of students into the adult-dominated media and provides a unique perspective that is not currently available on network news program. Weekly Reader provides educational content and works with teachers nationwide to download scripts to teach public speaking, reading, and writing skills",99,N/A,N/A,N/A
2005,WGNO,ABC,NEW ORLEANS,3,ANALOG,LILO & STITCH: THE SERIES,CORE,NETWORK,SAT 8AM,14,0,30,7,10,"Lilo, a precocious girl of about five, and her alien pet “Stitch” live with Lilo’s sister Nani. Nani is trying to keep their little family together after the tragic death of their parents in an automobile accident. Although still a teen herself, Nani works several jobs and struggles to be an adult role model for Lilo. Two alien characters, Jumba and Pleakley, who arrived on planet Earth at the same time as Stitch, live with Nani and Lilo while pretending to be their aunt and uncle. This ploy is intended to convince the Department of Social Services that the household is well managed and there is no need for foster-care placement for Lilo. Series episodes illustrate developmentally appropriate issues, among which are peer pressure, coping with bereavement, family and school rules and problem solving. Stories convey messages about truthfulness, responsibility, acceptance and trust. The series includes Hawaiian language, music, dance and custom, exposing our broad ABC audience to the richness of Pacific Rim culture.",99,N/A,N/A,N/A
2005,WGNO,ABC,NEW ORLEANS,3,ANALOG,THE BUZZ ON MAGGIE,CORE,NETWORK,SAT 8:30AM,14,0,30,10,12,"Episodes of “the Buzz on Maggie” take place in a fanciful world in which all characters are insects. Maggie is a young fly who is proud of her individuality, especially her musical talent. She plays acoustical guitar, aspires to be a rock musician, has dyed her hair pink, and dresses in bold and colorful outfits. She is apt to rush into action without thinking. Maggie makes huge mistakes, but her heart is true. Maggie has an extremely athletic, good-looking but conceited older brother, as well as two younger siblings, Pupert and baby Bella, for whom she is often responsible. Pupert is sweet and a bit timid, in contrast with Maggie’s natural bravado. Episodes of “The Buzz on Maggie” explore topical issues such as sibling rivalry, family rules and values, allowances and vacation plans, friendship, honesty, school and community.",99,N/A,N/A,N/A
2005,WGNO,ABC,NEW ORLEANS,3,ANALOG,THE PROUD FAMILY,CORE,NETWORK,SAT 9AM,14,0,30,10,13,"“The Proud Family” revolves around the daily activities of fourteen-year-old Penny Proud and her African-American family consisting of parents Trudy Proud (a veterinarian) and Oscar Proud (self-employed businessman), a no-nonsense Grandmother Suga Mama who resides with the family, twin sisters BeBe and CeCe. Penny’s friends Dijonay and Sticky, and the neighboring Boulevardez family, whose daughter, La Cienega, is Penny’s rival. Teachers and classmates also populate the stories. The majority of the characters in this children’s series are ethnic minorities. Penny faces the struggles of adolescence along with the challenge of balancing academic life (middle school) and home obligations. Series episodes explore issues particularly relevant to 10 to 13 year olds: maintaining social relationships, overcoming self-doubt, standing up for one’s beliefs, dealing with peer pressure, relating to authority and rules, assuming responsibility, appreciating differences (gender, race, and generational), maintaining loyalty to family, and cultivating values such as honesty and persistence.",99,N/A,N/A,N/A
2005,WGNO,ABC,NEW ORLEANS,3,ANALOG,THAT'S SO RAVEN,CORE,NETWORK,SAT 9:30AM,14,0,30,10,13,"Raven, a young teen who has inherited her grandmother’s trait of clairvoyance, is a normal, happy and resourceful young woman. However, at times Raven worries that she is a “freak” because of her clairvoyant abilities. She has a younger brother, Cory, age ten. They are typical siblings, with the tension and rivalry that most siblings experience. Raven attends public high school. Both parents are employed outside the home. They are loving parents, and good disciplinarians. Raven is often responsible for the after-school safety and activities of her brother, Cory. Her closest friends are Chelsea and Eddie, who are fiercely committed to environmental issues and sports, respectively. Raven’s parents and closest friends know about her “visions” of the immediate future. The premonitions often prompt her to attempt to intervene before trouble occurs. Sometimes Raven’s interventions backfire, and at other times the foreseen events come true, bringing embarrassment or sadness. Raven learns valuable lessons from her blunders and transgressions. Thus, the “visions” set up issues that the Core episodes of this series explore. The series uses humor to convey strong, relevant messages about growing up. Some of the issues that are the focus of episodes are sibling rivalry, popularity, loyalty, self-acceptance, dealing with authority (school and parental), honesty, coping with jealousy, and consequences of lying or cheating.",99,N/A,N/A,N/A
2005,WGNO,ABC,NEW ORLEANS,3,ANALOG,THE SUITE LIFE OF ZACK AND CODY,CORE,NETWORK,SAT 10AM,14,0,30,11,13,"Those episodes of “The Suite Life of Zack and Cody” that air on ABC as Core Programming address concerns close to the hearts of older children and tweens and deliver life lessons tailored for that audience. Our stories take place in a luxury hotel in Boston, where twelve-year-old identical twins Zack and Cody live with their divorced mom, a lounge singer for the Tipton Hotel. The boys attend the local public middle school and are in the same class. One of the twins is polite and shy and excels in academics, while the other, an athlete and extrovert, barely scrapes by in school, due to disinterest and lack of effort, and instead often instigates wacky plans for outwitting hotel authorities, caregivers, and their mother. The boy's mother dates and would like to remarry. Their father is a professional rock musician who is on the road much of the year, but who stays in touch with his boys. This sets up occasional parental “conflicts” about discipline and expectations. Parallel stories involve two teenage girls: heiress London Tipton, whose father owns the hotel, and Maddie, the girl who works after school at the hotel snack bar. Unlike London, Maddie attends a parochial girls’ school and comes from a working class family. Both Zack and Cody have crushes on Maddie, who is four years older than they. Series episodes explore sibling rivalry, conflicts with parents, divorce, household and hotel rules, family income limitations, responsibility, self-esteem, and peer pressure.",99,N/A,N/A,N/A
2005,WGNO,ABC,NEW ORLEANS,3,ANALOG,PHIL OF THE FUTURE,CORE,NETWORK,SAT 10:30AM,14,0,30,10,12,"“Phil of the Future” is the story of a teenage boy, Phil Diffy, his younger sister, Pim, and their parents, who find themselves living in the 21st century when their time travel vehicle malfunctions in flight. While their goal is to repair the time travel vehicle and return to their home in the 22nd century, for the time being they must conceal their identities, their futuristic traits and their gadgets to “blend in” with the locals. The Diffys enroll Phil and Pim in public school, where Phil excels in higher math and Pim, who is a rebel by nature, must learn to live by middle school rules. The series conveys relevant messages about growing up. Some of the issues that are explored in this series are sibling rivalry, responsibility, dealing with authority (parent/child and teacher/student conflicts), peer pressure, self-acceptance, loyalty, and honesty.",99,N/A,N/A,N/A
2005,WHNO,N/A,NEW ORLEANS,8,ANALOG,GINA D'S KIDS CLUB,CORE,SYNDICATED,SAT 7:30AM,3,1,30,3,6,The premise of this show is to establish and reinforce positive values and behavior through original songs and character performances that children can adopt and imitate,0,N/A,N/A,N/A
2005,WHNO,N/A,NEW ORLEANS,8,ANALOG,CRITTER GITTERS,CORE,SYNDICATED,SAT 8AM,3,1,30,9,14,"Each episode contains educational information about science, animals, biology and geography as the Critter Gitters solve ethical dilemmas that face children in everyday life.",0,N/A,N/A,N/A
2005,WHNO,N/A,NEW ORLEANS,8,ANALOG,EYEWITNESS KIDS NEWS,CORE,SYNDICATED,SAT 8:30AM,3,1,30,13,16,A weekly news program that provides information and news to kids in a manner that is compelling and entertaining. Appeals to kids on their own level through a kid to kid newscast.,0,N/A,N/A,N/A
2005,WHNO,N/A,NEW ORLEANS,8,ANALOG,AWESOME ADVENTURES,CORE,SYNDICATED,SAT 9AM,1,2,30,13,16,"This show is designed to educate, inform and entertain children to the world around them. Each journey is a lesson in the beauty of nature, it's creatures and the people who inhabit the land.",0,N/A,N/A,N/A
2005,WHNO,N/A,NEW ORLEANS,8,ANALOG,ULTIMATE CHOICE,CORE,SYNDICATED,SAT 9:30AM,3,1,30,13,16,"The program provides it's audience with an opportunity to watch teens experiencing the extreme adventures of their lives, as they are thrust face to face with challenges that have life long implications.",0,N/A,N/A,N/A
2005,WHNO,N/A,NEW ORLEANS,8,ANALOG,LITTLE HOUSE ON THE PRARIE,CORE,SYNDICATED,MON-FRI 4PM,15,0,60,8,16,"This programs follows the Ingalls family as they live life on the prairie. Young viewers are taught valuable life lessons in each episode involving honesty, values, consequences and much more.",99,N/A,N/A,N/A
2005,WHNO,N/A,NEW ORLEANS,8,ANALOG,THE OUTDOORSMAN WITH BUCK MCNEELY,CORE,SYNDICATED,SAT 1:30PM,4,0,30,13,16,"This program is one of the largest syndicated outdoor adventure series in the USA. The program format includes exciting adventures shot on location, internationally and domestically in a family friendly format. The series presents celebrity guests and brings important conservation issues into focus.",99,N/A,N/A,N/A
2005,WNOL-TV,WB,NEW ORLEANS,3,ANALOG,SABRINA'S SECRET LIFE,CORE,SYNDICATED,MON-WED 2:30PM,39,0,30,8,12,"Young Sabrina's lessons in how to be a good witch are demanding, but they pale in comparison to what she must learn in order to be a good human: loyalty, honesty, self-efficacy, tolerance, perserverance, independence. Each week Sabrina confronts her two sides and discovers that the magic of becoming human is even more demanding and more powerful than the magic of the Netherworld. As she struggles to understand and master her human side, Sabrina serves as an ideal role-model for the eight to twelve-year-old audience. Sabrina is positive, self-reliant, competent...and open to new ideas. She listens, learns, and does what is necessary to reinforce the lesson for others. And with the help and guidance of her family and friends both Sabrina and the viewing audience come to understand what it takes to become a fully functioning, truly good human being. Attractive and engaging characters, entertaining story lines that mirror the kinds of issues and situations that concern children in middle childhood, and stories that flow from and examine those issues in concrete, explicit terms that children can understand.",99,N/A,N/A,N/A
2005,WNOL-TV,WB,NEW ORLEANS,3,ANALOG,LIBERTY'S KIDS,CORE,SYNDICATED,THUR & FRI 2:30PM & SUN 7AM,39,0,30,7,12,"Goal: To teach the history of the American Revolution (the period from 1773 to 1789) in an age-appropriate manner and specifically to assist our target audience of young people in putting historical concepts into a context and perspective that is consistent with their developmental ability to comprehend, integrate and retain the information and ideas. Liberty's Kids is designed to enable viewers to experience, in fresh and exciting ways, the extraordinary period of 1773 to 1789 in American history, as the thirteen colonies, led by a group of courageous and brilliant individuals fought for freedom from Britain and established a new nation. It uses powerful storytelling to address three primary educational goals: 1. To introduce young people to an extensive cast of remarkable historical figures, from Ben Franklin to Phillis Wheatley, and to enable them to understand the incredible sacrifices these individuals made to help found the United States. 2. To guide young people through the entire sequence of amazing events that led to the creation of a new nation, from the homes of ordinary Americans and the meeting halls from Virginia to Massachusetts to the numerous battlefields in the colonies and the royal courts of France and England. 3. To help young people understand the importance of key philosophical, social and political issues at the heart of the American Revolution by setting these issues in actual historical contexts, by having individuals, such as Jefferson and Paine explain these issues and by seeing the impact of these issues on the lives of ordinary citizens. And to always to do so in ways that are age-appropriate for our target audience. While based on historical events, Liberty's Kids touches on issues that are still current in modern America - taxation, freedom of the press, race relations, the role of government, and even the right to bear arms. Liberty's Kids is an exciting adventure in which today's kids can discover the real heroes and events that gave birth to the United States of America",99,N/A,N/A,N/A
2005,WPXL,i- INDEPENDENT TELEVISION,NEW ORLEANS,3.5,ANALOG,TUTENSTEIN,CORE,NETWORK,SAT 9AM,14,0,30,9,14,"Kids get wrapped up in mummy madness every week as they watch Tutenstein. When 10-year old Pharoh Tut-ankh-en-set-Amun (meaning “The Living Image of the Place of Amun” and nicknamed Tutenstein) awakens from the dead in the present day, he still thinks he rules over all he surveys. Smelly bandages, portals to the underworld, and serious entitlement issues abound in Tut’s funny, wild and sometimes scary adventures, based on real Eqyptology.",99,N/A,N/A,N/A
2005,WPXL,i- INDEPENDENT TELEVISION,NEW ORLEANS,3.5,ANALOG,TIME WARP TRIO,CORE,NETWORK,SAT 9:30AM,14,0,30,9,14,"This action-adventure series transports three curious kids on exciting journeys into history via a magic book. Based on the popular book series of the same name by Jon Scieszka (who also wrote The Stinky Cheese Man and The True Story of the 3 Little Pigs), the Time Warp Trio series combines humor and great stories to ignite kids’ interest in history. The kids must use their skills and smarts to outwit the bad guys and figure out how to warp back home. In true Discovery Kids style, each episode is loaded with cool facts about real history.",99,N/A,N/A,N/A
2005,WPXL,i- INDEPENDENT TELEVISION,NEW ORLEANS,3.5,ANALOG,TRADING PLACES,CORE,NETWORK,SAT 10AM,14,0,30,9,14,"Boys and girls get to show how well they know each other, how effectively they can manage a budget, and how skillfully they can execute a design plan in Trading Spaces: Boys vs. Girls. Each week a boy or girl will be given two days and $5,000 to complete a renovation of their partner’s room. The designer has to show his or her knowledge of the other person’s preferences, hobbies, and lifestyle to come up with a good design. Then, the challenge of balancing the budget and figuring out the renovation process begins. Participants will learn measurement, spatial reasoning, and principals of aesthetic design as they go through the experience. In the end, they will find out if their knowledge and perception of their partner was on or off base.",99,N/A,N/A,N/A
2005,WPXL,i- INDEPENDENT TELEVISION,NEW ORLEANS,3.5,ANALOG,DARCY'S WILD LIFE,CORE,NETWORK,SAT 10:30AM,14,0,30,9,14,"This show follows the development of 15-year old Darcy Fields whose mother, a famous movie actress, decides to move them from Malibu to rural Idaho to raise Darcy in a “normal” environment. What her mother considers normal is a culture shock for Darcy as she is forced to give up the posh life of a star to live on a farm. Darcy learns how to survive and thrive in a rural, “no frills” environment. She develops new relationships, learns to care for a variety of animals, and even gets a part time job.",99,N/A,N/A,N/A
2005,WPXL,i- INDEPENDENT TELEVISION,NEW ORLEANS,3.5,ANALOG,FLT 29 DOWN,CORE,NETWORK,SAT 11AM,14,0,30,9,14,"“29 Down” is a live-action fiction show about a group of ten young boys and girls and a camp counselor who learn invaluable life lessons about themselves and each other when their plane, 29 DWN, crash lands on a remote island in the South Pacific leaving them with only each other as company.",99,N/A,N/A,N/A
2005,WPXL,i- INDEPENDENT TELEVISION,NEW ORLEANS,3.5,ANALOG,ENDURANCE,CORE,NETWORK,SAT 11:30AM,14,0,30,9,14,"Endurance is an engrossing program that shows the target audience, with typical kids ages 12 to 16, succeeding at several different physical, intellectual, and strategic challenges in order to win a travel prize. The audience will be exposed to historical information about great feats of endurance. In addition, there are strategic challenges based on ten character traits that are important for success. The contestants learn to balance intellect with intuition in developing their winning strategy. Narration and interviews emphasize how the experience teaches both social skills and life skills for achieving success with your goals.",99,N/A,N/A,N/A
2005,WPXL,i- INDEPENDENT TELEVISION,NEW ORLEANS,3.5,ANALOG,TEEN KID NEWS,CORE,SYNDICATED,SUN 7AM,13,0,30,14,16,"Teen Kids News is a dynamic television news program for teens and pre-teens by teens. The half-hour weekly program provides information and news to students in a way that’s educational as well as entertaining. The focus of the program is young people, so all the stories are in their words. This program inserts the clear informed voice of students into the adult-dominated media and provides a unique perspective that is not currently available on network news programs. Weekly Reader provides educational content and works with teachers nationwide to download scripts to teach public speaking, reading, and writing skills.",99,N/A,N/A,N/A
2005,WSTY-LP,N/A,NEW ORLEANS,6,ANALOG,JACK HANNA'S ANIMAL ADVENTURES,CORE,SYNDICATED,"MON-FRI 10AM & 3PM, SAT 1PM",132,0,30,5,12,"Jack Hanna discusses a wide variety of animals from all over the world. He discusses and teaches about the uniqueness of each animal, where they live, what they eat and various facts about the animals. This program is geared specifically toward children.",99,N/A,N/A,N/A
2005,WUPL,UPN,NEW ORLEANS,3,ANALOG,WHADDY ADO ,CORE,SYNDICATED,SUN 12PM & 2:30PM,20,0,30,13,16,Each week teens will learn lessons about how to react when perilous situations and everyday problems occur. Real footage and re-enactments mix with teen-on-the-street interviews and expert opinions on what to do.,99,N/A,N/A,N/A
2005,WUPL,UPN,NEW ORLEANS,3,ANALOG,COOL FUEL ROAD TRIP,CORE,SYNDICATED,SUN 12:30PM,10,0,30,13,16,"A young man and his sidekick dog travel across America, discovering the varied parts of our country while at the same time using their ingenuity to discover alternative fuel sources. In each episode, the intrepid pair make pit stops across the U.S. to discover different ways to provide fuel for their vehicle so they can continue their journey.",99,N/A,N/A,N/A
2005,WUPL,UPN,NEW ORLEANS,3,ANALOG,REAL LIFE 101,CORE,SYNDICATED,SUN 1PM,10,0,30,13,16,"Real life jobs and careers are explored in an energetic style. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like, and what it takes, to choose a particular profession.",99,N/A,N/A,N/A
2005,WUPL,UPN,NEW ORLEANS,3,ANALOG,B IN TUNE TV,CORE,SYNDICATED,SUN 1:30PM,10,0,30,13,16,"In conjunction with the InTune Foundation and InTune magazine, this show will focus on the music industry as it pertains to young adults. The show is committed to the positive influences of music on the community. It will provide interviews and insights into the top musical stars in all genres with a look at their lives, their inspirations and their recommendations to today's youth.",99,N/A,N/A,N/A
2005,WUPL,UPN,NEW ORLEANS,3,ANALOG,CRASH! BANG! SPLAT!,CORE,SYNDICATED,SUN 2PM,10,0,30,6,12,"Ripping science out of the laboratory and taking it to the real world, this is science for kids BY kids. A series that proves science really is fun, each program shows young kids demonstrating easy, practical and cool activities that anyone can do. At the end of each segment children have a better understanding of the world around them and some dynamic experiments to try themsleves - not to mention a thirst to know more.",99,N/A,N/A,N/A
2005,WUPL,UPN,NEW ORLEANS,3,ANALOG,CRASH! BANG! SPLAT!,CORE,SYNDICATED,SUN 7AM,3,0,30,6,12,"Ripping science out of the laboratory and taking it to the real world, this is science for kids BY kids. A series that proves science really is fun, each program shows young kids demonstrating easy, practical and cool activities that anyone can do. At the end of each segment children have a better understanding of the world around them and some dynamic experiments to try themsleves - not to mention a thirst to know more.",99,N/A,N/A,N/A
2005,WUPL,UPN,NEW ORLEANS,3,ANALOG,B IN TUNE TV,CORE,SYNDICATED,SUN 9:30AM,3,0,30,13,16,"In conjunction with the InTune Foundation and InTune magazine, this show will focus on the music industry as it pertains to young adults. The show is committed to the positive influences of music on the community. It will provide interviews and insights into the top musical stars in all genres with a look at their lives, their inspirations and their recommendations to today's youth.",99,N/A,N/A,N/A
